song_id,song_name,release_year,artist,artist_id,followers,artist_type,main_genre,artist_popularity,song_popularity,explicit,duration_sec,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
5FswubJV9JkSOsumQsqAy0,'Back When I Knew It All',2008, 'Montgomery Gentry',3bGXaFVQLASmDMdjjeJr8a,735490,duo,contemporary country,65,38,FALSE,237.48,2,1,4,0.00275,0.616,0.817,0.0000436,0.429,-5.544,0.0335,0.474,124.074
7cmZDjXMF1A0dGV726pMYs,'Some People Change',2006, 'Montgomery Gentry',3bGXaFVQLASmDMdjjeJr8a,735490,duo,contemporary country,65,39,FALSE,201.867,2,1,4,0.0456,0.55,0.61,0,0.11,-6.358,0.0388,0.357,168.186
3zjLEJ6EPYJHZRtWGMhMSJ,"""She Couldn't Change Me""",2001, 'Montgomery Gentry',3bGXaFVQLASmDMdjjeJr8a,735490,duo,contemporary country,65,40,FALSE,260.133,5,1,4,0.00436,0.67,0.823,0.000192,0.318,-10.592,0.033,0.787,117.44
7zywdG4ysfC5XNBzjQAo2o,'If You Ever Stop Loving Me',2004, 'Montgomery Gentry',3bGXaFVQLASmDMdjjeJr8a,735490,duo,contemporary country,65,41,FALSE,202.76,7,1,4,0.123,0.443,0.885,0.0000309,0.28,-6.172,0.0414,0.536,185.034
048fAgdSLnAbQZG1ePSUKb,'Roll With Me',2008, 'Montgomery Gentry',3bGXaFVQLASmDMdjjeJr8a,735490,duo,contemporary country,65,41,FALSE,233.933,2,1,4,0.0533,0.552,0.648,0.00015,0.144,-6.71,0.0273,0.407,142.159
4nllHILOTFjoMo5RD8IciY,'Hell Yeah',1999, 'Montgomery Gentry',3bGXaFVQLASmDMdjjeJr8a,735490,duo,contemporary country,65,43,FALSE,290.653,0,1,4,0.019,0.367,0.871,0.00000135,0.285,-6.654,0.0584,0.65,173.569
5sPjFaqbhprKmMGD8haEkh,'Speed',1999, 'Montgomery Gentry',3bGXaFVQLASmDMdjjeJr8a,735490,duo,contemporary country,65,43,FALSE,239.893,8,1,4,0.0171,0.591,0.699,0.00000161,0.168,-8.169,0.0286,0.325,87.971
71lXNAROGX1zo6tX0MSnCS,'Gone',2004, 'Montgomery Gentry',3bGXaFVQLASmDMdjjeJr8a,735490,duo,contemporary country,65,47,FALSE,250.04,7,1,4,0.0172,0.647,0.901,0.00000135,0.0527,-5.138,0.0437,0.581,118.957
0kJeo33oWW6Nx4tkUNPshJ,'Hillbilly Shoes',1999, 'Montgomery Gentry',3bGXaFVQLASmDMdjjeJr8a,735490,duo,contemporary country,65,47,FALSE,192.586,7,1,4,0.0332,0.655,0.837,0.00223,0.111,-6.072,0.0355,0.708,115.938
4GiXBCUF7H6YfNQsnBRIzl,'Lucky Man',2006, 'Montgomery Gentry',3bGXaFVQLASmDMdjjeJr8a,735490,duo,contemporary country,65,49,FALSE,196.707,4,1,4,0.368,0.578,0.471,0,0.159,-7.27,0.0289,0.532,133.061
5M8oqeozsjPMSXbkjo0SyD,'My Town',1999, 'Montgomery Gentry',3bGXaFVQLASmDMdjjeJr8a,735490,duo,contemporary country,65,52,FALSE,285.587,2,1,4,0.00258,0.511,0.846,0,0.0777,-6.677,0.0531,0.528,93.848
6HAsk04nz2TaEbK8lncN3w,'One In Every Crowd',2008, 'Montgomery Gentry',3bGXaFVQLASmDMdjjeJr8a,735490,duo,contemporary country,65,52,FALSE,211.107,11,1,4,0.00423,0.643,0.86,0,0.286,-4.447,0.0495,0.674,111.148
6u8phyrH4qbybaIyxtJ9RS,'What Do Ya Think About That',2006, 'Montgomery Gentry',3bGXaFVQLASmDMdjjeJr8a,735490,duo,contemporary country,65,55,FALSE,217.947,7,1,4,0.0504,0.592,0.795,0.00000635,0.0852,-6.13,0.0291,0.705,157.067
4D8uIY6Wzj7dJDaw0dW0UF,'Something To Be Proud Of',2004, 'Montgomery Gentry',3bGXaFVQLASmDMdjjeJr8a,735490,duo,contemporary country,65,62,FALSE,256.6,0,1,4,0.0811,0.645,0.693,0.0000122,0.175,-6.481,0.0344,0.553,97.555
10ps1I1sIMRNZW11eceN7W,'Where I Come From',2011, 'Montgomery Gentry',3bGXaFVQLASmDMdjjeJr8a,735490,duo,contemporary country,65,64,FALSE,201.84,1,1,4,0.0108,0.62,0.852,0.00000494,0.279,-4.203,0.0308,0.479,90.038
6pyshZbArprWRBXLbYVPO9,'I Know Somebody',2016, 'LOCASH',5IcGbIAgdns0R5EJKHMjCQ,171039,duo,contemporary country,60,57,FALSE,197.83,1,1,4,0.0356,0.505,0.903,0,0.127,-3.699,0.037,0.491,88.986
21jkhW2773dELgTMRJcMfI,'I Love This Life',2016, 'LOCASH',5IcGbIAgdns0R5EJKHMjCQ,171039,duo,contemporary country,60,59,FALSE,208.864,2,1,4,0.0164,0.586,0.927,0.00000724,0.153,-3.014,0.0547,0.549,111.977
7ongSdLv28Z27WeCrzZXwB,'19 You + Me',2014, 'Dan + Shay',7z5WFjZAIYejWy0NI5lv4T,1060713,duo,contemporary country,80,62,FALSE,217.407,6,1,3,0.319,0.493,0.67,0,0.102,-5.131,0.0298,0.451,151.989
4W38RXuQNuoTSwVsQA1OGC,"""Nothin' Like You""",2014, 'Dan + Shay',7z5WFjZAIYejWy0NI5lv4T,1060713,duo,contemporary country,80,65,FALSE,186.253,4,1,4,0.151,0.589,0.704,0,0.067,-4.772,0.0303,0.437,84.956
0lQJBl9YEsoMtE8D4yTE9g,'From The Ground Up',2016, 'Dan + Shay',7z5WFjZAIYejWy0NI5lv4T,1060713,duo,contemporary country,80,66,FALSE,253.933,9,1,3,0.333,0.281,0.58,0,0.122,-5.967,0.0323,0.282,151.568
4n0xztUAbHPUV8G3NQvF30,'How Not To',2016, 'Dan + Shay',7z5WFjZAIYejWy0NI5lv4T,1060713,duo,contemporary country,80,66,FALSE,192,11,0,4,0.208,0.501,0.836,0,0.152,-3.587,0.0491,0.618,159.863
42fw0rxRO2xbesF6mJfd4Y,'Tequila',2018, 'Dan + Shay',7z5WFjZAIYejWy0NI5lv4T,1060713,duo,contemporary country,80,73,FALSE,196.747,11,1,4,0.0312,0.489,0.581,0,0.132,-5.731,0.0281,0.494,86.016
3GJ4hzg4lrGwU51Y3VARbF,'Speechless',2018, 'Dan + Shay',7z5WFjZAIYejWy0NI5lv4T,1060713,duo,contemporary country,80,74,FALSE,213.387,1,1,4,0.356,0.616,0.438,0,0.24,-5.968,0.0298,0.386,135.929
3ySlOXQ77aZd5NLu0H0Ddc,"""Didn't You Know How Much I Loved You""",2008, 'Kellie Pickler',021hNAnkFIbyFyL97br6NB,483220,singer,contemporary country,50,41,FALSE,285.187,9,1,4,0.244,0.524,0.791,0,0.0981,-4.696,0.0396,0.248,137.872
16jvUOIQ2P54P0bNN4rAdv,'Best Days Of Your Life',2008, 'Kellie Pickler',021hNAnkFIbyFyL97br6NB,483220,singer,contemporary country,50,50,FALSE,226.8,9,1,4,0.0235,0.649,0.862,0,0.0737,-5.12,0.0568,0.538,127.939
2rUrj6wWaz0K2bYZdZVPQq,'Somebody',2003, 'Reba McEntire',02rd0anEWfMtF7iMku9uor,939938,singer,contemporary country,64,27,FALSE,230.907,7,1,4,0.351,0.586,0.522,0,0.288,-9.002,0.0328,0.402,79.839
6jMQ98D9W9gnx9ZJgk8JvS,'Till You Love Me',1994, 'Reba McEntire',02rd0anEWfMtF7iMku9uor,939938,singer,contemporary country,64,29,FALSE,232.16,7,1,3,0.747,0.404,0.405,0,0.0927,-8.137,0.0295,0.386,110.71
21gIIm2pGR0VK36gLVvY26,'My Sister',2003, 'Reba McEntire',02rd0anEWfMtF7iMku9uor,939938,singer,contemporary country,64,31,FALSE,239.64,2,1,4,0.0668,0.544,0.633,0.00000306,0.107,-8.41,0.0456,0.496,187.959
66ZBkOR0Q2bQEM42Pbj7hQ,"""I'll Be""",1999, 'Reba McEntire',02rd0anEWfMtF7iMku9uor,939938,singer,contemporary country,64,34,FALSE,268.867,0,1,4,0.643,0.586,0.423,0,0.129,-9.951,0.0267,0.268,122.625
46a3BjDPBdi6OngVhTkuM6,'He Gets That From Me',2003, 'Reba McEntire',02rd0anEWfMtF7iMku9uor,939938,singer,contemporary country,64,39,FALSE,219.933,10,1,4,0.62,0.648,0.382,0.0000103,0.103,-9.986,0.0304,0.441,143.749
1prRF2tbzAKFqUgjC90nxY,'What If',2000, 'Reba McEntire',02rd0anEWfMtF7iMku9uor,939938,singer,contemporary country,64,6,FALSE,210.827,2,0,4,0.202,0.527,0.653,0,0.0971,-6.692,0.0271,0.48,94.152
63w0QA1wiV7QhF9jeiHETF,'Angel Eyes',2012, 'Love And Theft',03a5eVjzFyQlR4XyVSwt4t,261154,singer,contemporary country,56,61,FALSE,186.627,8,1,4,0.0134,0.656,0.696,0,0.0753,-5.917,0.0261,0.966,108.015
4WtkYdCG4n80h08Ep5SmDI,'I Met A Girl',2016, 'William Michael Morgan',03tfKFHhDoDqF73vCI3cxn,28207,singer,contemporary country,48,52,FALSE,201.533,2,1,4,0.111,0.512,0.545,0.00177,0.135,-10.154,0.0294,0.346,83.94
2MpN7T3aS9v0lkITtrBsbt,'Baby Be My Love Song',2015, 'Easton Corbin',070kGpqtESdDsLb3gdMIyx,552758,singer,contemporary country,63,32,FALSE,199.747,0,1,4,0.0569,0.488,0.713,0,0.305,-6.148,0.0472,0.483,167.973
7tK1fO2PVs80OnVB1RSa89,"""I Can't Love You Back""",2010, 'Easton Corbin',070kGpqtESdDsLb3gdMIyx,552758,singer,contemporary country,63,44,FALSE,245.187,11,1,4,0.327,0.567,0.448,0.0000291,0.133,-10.904,0.0296,0.101,134.018
7bNX2Fgb4MjPrYbkHaCNwV,'Roll With It',2010, 'Easton Corbin',070kGpqtESdDsLb3gdMIyx,552758,singer,contemporary country,63,51,FALSE,207.587,5,1,4,0.126,0.709,0.643,0,0.256,-7.676,0.0274,0.515,119.99
7LrZ3SczM7zlUkVlhevPp2,'A Little More Country Than That',2010, 'Easton Corbin',070kGpqtESdDsLb3gdMIyx,552758,singer,contemporary country,63,53,FALSE,172.227,11,1,4,0.0776,0.484,0.61,0.00000281,0.102,-8.484,0.0363,0.584,84.365
5qNkZdbdfL9tQm1ppZmUrW,"""Lovin' You Is Fun""",2012, 'Easton Corbin',070kGpqtESdDsLb3gdMIyx,552758,singer,contemporary country,63,55,FALSE,199.013,8,1,4,0.32,0.703,0.83,0,0.364,-3.028,0.0327,0.597,109.958
3AsNVBJ7LHsltdu9490ZiS,'A Girl Like You',2017, 'Easton Corbin',070kGpqtESdDsLb3gdMIyx,552758,singer,contemporary country,63,61,FALSE,217.84,5,1,4,0.0178,0.74,0.777,0.00000127,0.0665,-4.405,0.0329,0.834,104.989
6XD3HMATLswheYevIfKkSi,'All Over The Road',2012, 'Easton Corbin',070kGpqtESdDsLb3gdMIyx,552758,singer,contemporary country,63,61,FALSE,163.067,5,1,4,0.0471,0.491,0.841,0,0.0886,-3.579,0.0421,0.721,199.851
7wLHPeD2BAtsibEcV9XYL8,'Absence Of The Heart',2002, 'Deana Carter',0aqrM7Fo3Ml66Kc5JAzmjt,219535,singer,contemporary country,55,16,FALSE,210.733,6,1,4,0.684,0.59,0.299,0.0000183,0.0976,-10.839,0.0246,0.139,84.981
3rlU8GywVlHOd09sfzOLx8,'Did I Shave My Legs For This?',1996, 'Deana Carter',0aqrM7Fo3Ml66Kc5JAzmjt,219535,singer,contemporary country,55,39,FALSE,192.773,9,1,3,0.4,0.638,0.413,0,0.0845,-5.759,0.0256,0.334,89.126
4fOFOwrAHA9PdhOL7lciok,'We Danced Anyway',1996, 'Deana Carter',0aqrM7Fo3Ml66Kc5JAzmjt,219535,singer,contemporary country,55,46,FALSE,202.533,6,1,4,0.502,0.629,0.721,0,0.307,-3.722,0.0277,0.651,94.054
3ODF56f90W3qxDqxHAUi3v,'Strawberry Wine',2002, 'Deana Carter',0aqrM7Fo3Ml66Kc5JAzmjt,219535,singer,contemporary country,55,60,FALSE,290.467,1,1,3,0.302,0.558,0.435,0,0.0351,-6.812,0.0264,0.199,122.385
4xfezXafYzsy7G4KfXQ9G5,'Country Man',2007, 'Luke Bryan',0BvkDsjIUla7X0k6CSWh1I,4389303,singer,contemporary country,81,47,FALSE,190.227,4,1,4,0.031,0.739,0.836,0,0.494,-4.433,0.0307,0.858,120.001
3UJvgGaBEJcDqz61mbvqAp,'Buzzkill',2013, 'Luke Bryan',0BvkDsjIUla7X0k6CSWh1I,4389303,singer,contemporary country,81,48,FALSE,217.853,6,1,4,0.0293,0.52,0.776,0,0.106,-4.787,0.0339,0.502,144.992
085lgcfCstjd3AjWDAt2OX,'Games',2015, 'Luke Bryan',0BvkDsjIUla7X0k6CSWh1I,4389303,singer,contemporary country,81,54,FALSE,176.293,8,0,4,0.179,0.516,0.886,0,0.135,-3.368,0.104,0.882,157.907
7DkzLcSXS4KhSvbvIJja3M,'Someone Else Calling You Baby',2009, 'Luke Bryan',0BvkDsjIUla7X0k6CSWh1I,4389303,singer,contemporary country,81,55,FALSE,229.253,8,1,4,0.052,0.498,0.916,0.00000131,0.0734,-3.728,0.0662,0.352,115.045
3Z3D2hnbZnveVhTuOifJyt,'I See You',2013, 'Luke Bryan',0BvkDsjIUla7X0k6CSWh1I,4389303,singer,contemporary country,81,56,FALSE,185.987,6,1,4,0.0884,0.661,0.81,0,0.0464,-3.363,0.0363,0.722,129.988
4ZF2WDTBVFihfTkxfme8JE,'Kiss Tomorrow Goodbye',2011, 'Luke Bryan',0BvkDsjIUla7X0k6CSWh1I,4389303,singer,contemporary country,81,56,FALSE,203.133,5,0,4,0.0064,0.571,0.937,0,0.316,-3.467,0.0365,0.584,115.013
539dFCMA8lfEElDPgGpcIB,'All My Friends Say',2007, 'Luke Bryan',0BvkDsjIUla7X0k6CSWh1I,4389303,singer,contemporary country,81,58,FALSE,242.8,9,1,4,0.0439,0.683,0.9,0,0.177,-4.422,0.0333,0.962,117.036
5r00wpsojd4mBYaQFDvni7,'Roller Coaster',2013, 'Luke Bryan',0BvkDsjIUla7X0k6CSWh1I,4389303,singer,contemporary country,81,58,FALSE,259.08,8,1,4,0.0338,0.599,0.756,0.0000206,0.174,-4.457,0.0363,0.282,107.995
2gYiCTytrSRtuaHP1Nac6u,'Fast',2015, 'Luke Bryan',0BvkDsjIUla7X0k6CSWh1I,4389303,singer,contemporary country,81,59,FALSE,206.213,0,0,4,0.225,0.548,0.898,0,0.1,-2.561,0.0459,0.599,145.953
6GBUsjHfZuweYf5lQEz6mP,'Crash My Party',2013, 'Luke Bryan',0BvkDsjIUla7X0k6CSWh1I,4389303,singer,contemporary country,81,60,FALSE,234.76,7,1,4,0.0309,0.526,0.823,0,0.246,-4.03,0.0431,0.435,144.09
6qoH2pKeEibNUG1pnJIjmZ,'Move',2015, 'Luke Bryan',0BvkDsjIUla7X0k6CSWh1I,4389303,singer,contemporary country,81,60,FALSE,227.413,5,0,4,0.00873,0.569,0.946,0,0.0903,-0.698,0.0808,0.778,103.991
7A5CReD6yWe0rrkJym34QI,'Do I',2009, 'Luke Bryan',0BvkDsjIUla7X0k6CSWh1I,4389303,singer,contemporary country,81,61,FALSE,239.413,9,1,4,0.257,0.581,0.691,0,0.11,-5.33,0.0333,0.299,137.985
5XFu5S1vBY7sNHlheCapOz,'Strip It Down',2015, 'Luke Bryan',0BvkDsjIUla7X0k6CSWh1I,4389303,singer,contemporary country,81,62,FALSE,241.613,9,1,4,0.392,0.629,0.878,0,0.0899,-3.535,0.0443,0.714,137.989
1PoGWZbJPGmViVi7CYbDUK,'Drink A Beer',2013, 'Luke Bryan',0BvkDsjIUla7X0k6CSWh1I,4389303,singer,contemporary country,81,63,FALSE,202.627,8,1,4,0.812,0.571,0.43,0.0000799,0.164,-7.439,0.0319,0.285,77.961
5w3NgfV8v1nNZFLUBlGHIL,'Light It Up',2017, 'Luke Bryan',0BvkDsjIUla7X0k6CSWh1I,4389303,singer,contemporary country,81,63,FALSE,177.306,6,0,4,0.118,0.602,0.929,0,0.103,-2.741,0.0839,0.677,130.024
1YhFtqwcN138S6ng3MT1nN,'Rain Is A Good Thing',2009, 'Luke Bryan',0BvkDsjIUla7X0k6CSWh1I,4389303,singer,contemporary country,81,63,FALSE,176.16,11,0,4,0.105,0.622,0.932,0.00000237,0.328,-4.66,0.0498,0.519,108.051
0cV4xwUA4ue2deqq4CZFko,"""I Don't Want This Night To End""",2011, 'Luke Bryan',0BvkDsjIUla7X0k6CSWh1I,4389303,singer,contemporary country,81,64,FALSE,219.973,9,0,4,0.0275,0.616,0.728,0,0.228,-4.02,0.0278,0.375,111.934
3b7CDTKB0SRTmQ6ytYi5vZ,'Drunk On You',2011, 'Luke Bryan',0BvkDsjIUla7X0k6CSWh1I,4389303,singer,contemporary country,81,64,FALSE,213.547,9,1,4,0.178,0.558,0.872,0,0.173,-4.401,0.0449,0.472,143.971
5g15o2Sm55Hn9ShK5yEXgp,'Kick The Dust Up',2015, 'Luke Bryan',0BvkDsjIUla7X0k6CSWh1I,4389303,singer,contemporary country,81,65,FALSE,190.587,1,1,4,0.197,0.596,0.855,0,0.11,-2.255,0.0474,0.811,172.082
5HGibWoxnkYSkl6mHmAlOE,"""That's My Kind Of Night""",2013, 'Luke Bryan',0BvkDsjIUla7X0k6CSWh1I,4389303,singer,contemporary country,81,68,FALSE,190.187,4,0,4,0.0626,0.66,0.754,0,0.1,-2.84,0.051,0.899,110.02
79LAFAkR1ATb4iIQvZuCL0,'Most People Are Good',2017, 'Luke Bryan',0BvkDsjIUla7X0k6CSWh1I,4389303,singer,contemporary country,81,68,FALSE,221.801,8,1,4,0.174,0.582,0.728,0,0.139,-6.151,0.0292,0.537,150.013
0yD66650JxhqKbW76C2qCo,'Country Girl (Shake It For Me)',2011, 'Luke Bryan',0BvkDsjIUla7X0k6CSWh1I,4389303,singer,contemporary country,81,71,FALSE,225.56,2,1,4,0.0293,0.645,0.904,0,0.0834,-4.532,0.0462,0.671,105.97
03fT3OHB9KyMtGMt2zwqCT,'Play It Again',2013, 'Luke Bryan',0BvkDsjIUla7X0k6CSWh1I,4389303,singer,contemporary country,81,73,FALSE,226.867,11,1,4,0.0832,0.51,0.898,0,0.071,-3.15,0.0696,0.596,144.056
28dKRl0QkZcll8JEqXfe8m,'I Do [Cherish You]',2011, 'Mark Wills',0dlwjJe4kg9TgOMN184bJF,158918,singer,contemporary country,55,14,FALSE,197.788,6,1,4,0.81,0.57,0.362,0,0.13,-8.117,0.0251,0.23,82.976
6PTsFpDTFsniXDEZSgeANs,"""She's In Love""",2002, 'Mark Wills',0dlwjJe4kg9TgOMN184bJF,158918,singer,contemporary country,55,19,FALSE,283.96,5,1,4,0.227,0.599,0.54,0,0.089,-7.679,0.0224,0.256,104.982
1qM0zX25geRBmSfk0fAvjZ,'Back At One',2002, 'Mark Wills',0dlwjJe4kg9TgOMN184bJF,158918,singer,contemporary country,55,24,FALSE,247.56,11,1,4,0.205,0.616,0.55,0,0.0785,-7.183,0.0277,0.25,129.815
4oY6CUpxOmphOuVSs5jScY,"""19 Somethin'""",2005, 'Mark Wills',0dlwjJe4kg9TgOMN184bJF,158918,singer,contemporary country,55,26,FALSE,326.06,4,1,4,0.1,0.36,0.71,0.00000444,0.884,-12.524,0.0606,0.523,184.084
62vJxbLhAO8DUz4ANszSmd,'Wish You Were Here',2002, 'Mark Wills',0dlwjJe4kg9TgOMN184bJF,158918,singer,contemporary country,55,26,FALSE,240.707,5,1,4,0.178,0.505,0.47,0.00000108,0.126,-7.875,0.0264,0.239,138.023
2Y9rKZdsjhK8dZXQDriDxj,"""Don't Laugh At Me""",2002, 'Mark Wills',0dlwjJe4kg9TgOMN184bJF,158918,singer,contemporary country,55,32,FALSE,217.693,5,1,4,0.384,0.409,0.428,0,0.111,-7.788,0.0268,0.3,177.842
7Ad0OLsUn63FoD4gnguZz5,'Sleep Without You',2017, 'Brett Young',0fiWOxhsBsQQvFDtxUQWo0,409062,singer,contemporary country,75,63,FALSE,188.467,5,0,4,0.0169,0.626,0.707,0,0.0769,-5.755,0.0425,0.653,88.543
3T6MAweakkNrMYs8jZIWtg,'Like I Loved You',2017, 'Brett Young',0fiWOxhsBsQQvFDtxUQWo0,409062,singer,contemporary country,75,66,FALSE,207.187,1,1,4,0.196,0.582,0.568,0,0.0841,-6.051,0.0297,0.64,76.025
1DA7FEKgQeyRPtU44L5DOf,"""In Case You Didn't Know""",2017, 'Brett Young',0fiWOxhsBsQQvFDtxUQWo0,409062,singer,contemporary country,75,69,FALSE,226.2,10,1,4,0.386,0.607,0.536,0,0.102,-7.306,0.0305,0.434,147.986
2VIPU72L6tIR4w8J8ap6Kp,'Mercy',2017, 'Brett Young',0fiWOxhsBsQQvFDtxUQWo0,409062,singer,contemporary country,75,70,FALSE,217.12,4,1,4,0.84,0.638,0.367,0,0.0999,-7.906,0.0266,0.219,71.957
05jSCFSAfFqhrk3UiEvTDX,"""When I Think About Cheatin'""",2004, 'Gretchen Wilson',0IdYRFTswLdsGwSnzOaGNF,427558,singer,contemporary country,57,38,FALSE,249.227,9,1,4,0.617,0.495,0.387,0.0000044,0.342,-7.531,0.0256,0.291,78.418
1r5sw5ZdWTQYyXbva03U4g,'Homewrecker',2004, 'Gretchen Wilson',0IdYRFTswLdsGwSnzOaGNF,427558,singer,contemporary country,57,41,FALSE,205.973,4,1,4,0.0415,0.502,0.68,0.0000037,0.362,-5.707,0.0322,0.381,148.608
1B9FG4cLQujWD1NVMVbJwY,'All Jacked Up',2005, 'Gretchen Wilson',0IdYRFTswLdsGwSnzOaGNF,427558,singer,contemporary country,57,43,FALSE,212.52,0,1,3,0.189,0.392,0.928,0,0.183,-3.702,0.153,0.765,188.72
0SuzUhWAgStNIMZR4jEGgk,'Here For The Party',2004, 'Gretchen Wilson',0IdYRFTswLdsGwSnzOaGNF,427558,singer,contemporary country,57,53,FALSE,196.76,0,1,4,0.0127,0.656,0.717,0.0000122,0.904,-4.871,0.0279,0.809,123.988
5pQtfVIaQvINzl0XIGKNrC,'Redneck Woman',2010, 'Gretchen Wilson',0IdYRFTswLdsGwSnzOaGNF,427558,singer,contemporary country,57,54,FALSE,215.92,11,1,4,0.105,0.51,0.847,0,0.691,-4.622,0.087,0.74,184.942
1A0ztUdCDMZjIeeJjXLgDL,'Go Away',2000, 'Lorrie Morgan',0khzcQ6PQU5a6dl1Qss3pt,175899,singer,contemporary country,48,17,FALSE,169.333,2,1,4,0.113,0.623,0.709,0,0.361,-5.824,0.0334,0.544,107.343
2QVzUws1l5mzZ4v46tGHrC,'Love You Like That',2015, 'Canaan Smith',0q2lY1ZzFckzciuoMtUvck,192524,singer,contemporary country,59,62,FALSE,203.053,11,1,4,0.0127,0.561,0.756,0.0000834,0.233,-5.056,0.0287,0.702,145.129
2b3N8Hr0VqxfcOyjSIGUHk,'Almost Home',1989, 'Mary Chapin Carpenter',0qAmeOULjwn04k6jMMeDyr,87115,singer,contemporary country,53,20,FALSE,277.067,10,1,4,0.0749,0.622,0.747,0,0.0273,-4.479,0.0276,0.51,95.52
46d72HjfyfN18PpRNzIRqY,'Passionate Kisses',1992, 'Mary Chapin Carpenter',0qAmeOULjwn04k6jMMeDyr,87115,singer,contemporary country,53,37,FALSE,201.067,2,1,4,0.579,0.625,0.819,0,0.194,-6.118,0.0353,0.719,139.621
2JdhhL0CzxiAKCvEg9EeLf,'Shut Up And Kiss Me',1989, 'Mary Chapin Carpenter',0qAmeOULjwn04k6jMMeDyr,87115,singer,contemporary country,53,40,FALSE,221.333,9,1,4,0.577,0.776,0.754,0.0000917,0.0877,-5.08,0.0424,0.961,119.931
0dwudL6pM7zLO7MSUxMUYd,'Lose My Mind',2015, 'Brett Eldredge',0qSX3s5pJnAlSsgsCne8Cz,957411,singer,contemporary country,69,50,FALSE,155.44,6,0,4,0.0206,0.68,0.755,0,0.21,-5.509,0.029,0.824,101.048
1XazlqB4YAtvouCmJPWXlM,'Wanna Be That Song',2015, 'Brett Eldredge',0qSX3s5pJnAlSsgsCne8Cz,957411,singer,contemporary country,69,57,FALSE,236.227,9,1,4,0.114,0.518,0.686,0,0.114,-4.911,0.0313,0.334,144.065
5FVuERsYqtKKAaWe62NBnv,'Mean To Me',2013, 'Brett Eldredge',0qSX3s5pJnAlSsgsCne8Cz,957411,singer,contemporary country,69,58,FALSE,228.907,0,1,4,0.115,0.647,0.586,0.00000169,0.121,-6.883,0.0313,0.165,87.994
3Qe097eJNp9MfpT2PieEw0,"""Don't Ya""",2013, 'Brett Eldredge',0qSX3s5pJnAlSsgsCne8Cz,957411,singer,contemporary country,69,59,FALSE,181.21,9,1,4,0.0566,0.537,0.693,0,0.146,-5.256,0.0847,0.581,176.004
3un2KQUaQ2brEpd8dK93wI,'Beat Of The Music',2013, 'Brett Eldredge',0qSX3s5pJnAlSsgsCne8Cz,957411,singer,contemporary country,69,62,FALSE,179.293,9,1,4,0.00898,0.629,0.808,0.00000906,0.0751,-4.125,0.0269,0.773,110.001
1jNNHFZmRGXZFHlil5uhei,'Drunk On Your Love',2015, 'Brett Eldredge',0qSX3s5pJnAlSsgsCne8Cz,957411,singer,contemporary country,69,63,FALSE,173.96,11,1,4,0.414,0.443,0.831,0,0.204,-5.606,0.0616,0.588,182.064
5vuMtXS5kQ7F0o9V9rG1dG,'The Long Way',2017, 'Brett Eldredge',0qSX3s5pJnAlSsgsCne8Cz,957411,singer,contemporary country,69,65,FALSE,208.72,10,1,4,0.265,0.488,0.637,0,0.106,-7.63,0.0401,0.23,88.865
56hUUEbFVeJXCmbdPfsy1T,"""Shinin' On Me""",2012, 'Jerrod Niemann',0RKP52f5PNDCRZ9Luq2Sr7,339667,singer,contemporary country,61,38,FALSE,194.573,7,1,4,0.318,0.651,0.773,0,0.27,-6.97,0.0366,0.69,83.995
6bdDMSGOpu4u2AT4rarSDc,'What Do You Want',2010, 'Jerrod Niemann',0RKP52f5PNDCRZ9Luq2Sr7,339667,singer,contemporary country,61,46,FALSE,214.573,4,1,4,0.657,0.555,0.496,0.00000114,0.106,-10.12,0.143,0.543,153.301
1HYKv0B6bYycqpxWHydKy9,"""One More Drinkin' Song""",2010, 'Jerrod Niemann',0RKP52f5PNDCRZ9Luq2Sr7,339667,singer,contemporary country,61,47,FALSE,167.813,9,1,4,0.473,0.734,0.698,0.0000802,0.297,-5.833,0.0331,0.605,114.031
3M31S6f0z8S3nkFh3eS06W,'Drink To That All Night',2014, 'Jerrod Niemann',0RKP52f5PNDCRZ9Luq2Sr7,339667,singer,contemporary country,61,61,FALSE,224.813,9,0,4,0.0325,0.639,0.846,0,0.116,-6.184,0.0439,0.475,115.965
20i9AGCX40P4fL9Snvdsaq,'Beat This Summer',2013, 'Brad Paisley',13YmWQJFwgZrd4bf5IjMY4,1553812,singer,contemporary country,72,33,FALSE,281.453,6,1,4,0.313,0.563,0.722,0,0.393,-5.252,0.0407,0.801,150.039
4Tt0BZS1KLcyNpMrKQsDzT,'Southern Comfort Zone',2013, 'Brad Paisley',13YmWQJFwgZrd4bf5IjMY4,1553812,singer,contemporary country,72,33,FALSE,316.987,4,1,4,0.0771,0.431,0.876,0.0000181,0.0998,-6.109,0.0658,0.519,160
1Jhm8RRMQSTYX9ZaOMeUk8,"""I Wish You'd Stay""",2001, 'Brad Paisley',13YmWQJFwgZrd4bf5IjMY4,1553812,singer,contemporary country,72,34,FALSE,377.867,7,1,4,0.286,0.472,0.29,0.0000722,0.287,-10.238,0.0257,0.0906,93.694
2VseRo2PPYyf1DQBT6y7nE,'Who Needs Pictures',1999, 'Brad Paisley',13YmWQJFwgZrd4bf5IjMY4,1553812,singer,contemporary country,72,34,FALSE,224.267,4,1,4,0.462,0.544,0.435,0,0.106,-9.927,0.0265,0.152,72.981
